names,wkt_geom,type
Онежская,"POLYGON((30.699527 46.459235, 30.6996422 46.4579786, 30.6974839 46.4556357, 30.6908816 46.4553974, 30.6902218 46.4554603, 30.6891705 46.4559499, 30.699527 46.459235))",street
Ониловой,"LINESTRING(30.7360772 46.4728869, 30.7362826 46.4743475, 30.7363501 46.4747515, 30.7363863 46.4749679, 30.7363959 46.4750254, 30.7364262 46.4752069, 30.7364422 46.4752992, 30.7364761 46.4755087, 30.7365082 46.4757088, 30.7365205 46.4757904)",street
оперный,"POLYGON((30.7406683 46.4854004, 30.7411702 46.4850371, 30.7416509 46.4853256, 30.7415536 46.4857036, 30.7418347 46.4857725, 30.7409075 46.4858409, 30.7406683 46.4854004))",street
Оптовый,"POLYGON((30.7044582 46.3860035, 30.7037293 46.3859498, 30.7034762 46.3832782, 30.7018269 46.38312, 30.7022298 46.3811624, 30.7039342 46.3812658, 30.7044582 46.3860035))",street
Оранж,POINT(30.80958 46.572772),street
Оранжерейная,"POLYGON((30.6730582 46.4943053, 30.6729971 46.4968586, 30.6727589 46.4970389, 30.6725963 46.4984433, 30.6730582 46.4943053))",street
Ореховая,"POLYGON((30.7254003 46.3776419, 30.7258519 46.3772661, 30.7261482 46.3766499, 30.7273084 46.3706401, 30.7254003 46.3776419))",street
Орловская,"LINESTRING(30.7757883 46.5725662, 30.7754296 46.5719617)",street
Орфей,"POLYGON((30.7407887 46.4857023, 30.7408112 46.4858473, 30.7404813 46.4858716, 30.7404583 46.4857265, 30.7407887 46.4857023))",street
осипова,"LINESTRING(30.7440521 46.4708399, 30.745119 46.4777694)",street
Остров,"POLYGON((30.7374338 46.4679593, 30.7377907 46.4681292, 30.7378331 46.4685152, 30.7369852 46.4685771, 30.7369533 46.4683659, 30.7367885 46.4683761, 30.7367359 46.468006, 30.7374338 46.4679593))",street
Островского,"LINESTRING(30.6998183 46.4971565, 30.7025932 46.4930073)",street
Отважных,"POLYGON((30.7186629 46.3775014, 30.7190555 46.3779903, 30.7180164 46.3837248, 30.7186629 46.3775014))",street
Отечественная,"LINESTRING(30.6904849 46.478651, 30.6946056 46.476102)",street
Отрадная,"LINESTRING(30.7577836 46.4673195, 30.7548724 46.4676174, 30.7549426 46.4679816, 30.7527537 46.4682366)",street
Офицерская,"LINESTRING(30.7339173 46.3911435, 30.7418367 46.3883936)",street
Павла Зеленого,"LINESTRING(30.7199684 46.4912323, 30.7235889 46.4883667)",street
Павла Кравцова,"LINESTRING(30.7244589 46.5079827, 30.7193387 46.5076949)",street
Шклярука,"LINESTRING(30.735721 46.4342262, 30.729811 46.4290376)",street
Павловых,"POLYGON((30.7512063 46.5449017, 30.7523034 46.5454957, 30.7532961 46.5461411, 30.7529591 46.5463853, 30.7522698 46.5463829, 30.7507932 46.5451218, 30.7512063 46.5449017))",street
Павлодарская,"POLYGON((30.6860059 46.4940572, 30.686223 46.4963585, 30.6861887 46.4995448, 30.6869046 46.5010003, 30.6860059 46.4940572))",street
Пале Рояль,"POLYGON((30.7405614 46.485179, 30.7406939 46.4856536, 30.7393965 46.4857641, 30.7393169 46.4852652, 30.7405614 46.485179))",street
Палладиум,"POLYGON((30.7463341 46.4682205, 30.7459068 46.4682278, 30.7458942 46.4678802, 30.7463216 46.467873, 30.7463341 46.4682205))",street
Палубная,"LINESTRING(30.7384441 46.4347319, 30.7369906 46.4335491)",street
Пальма,"POLYGON((30.7640064 46.4711664, 30.7638671 46.4709265, 30.7641182 46.4711356, 30.7640064 46.4711664))",street
Панаса Мирного,"LINESTRING(30.6443387 46.4696191, 30.6482611 46.4721323)",street
Панорама,"POLYGON((30.724129 46.3982409, 30.7242232 46.3976622, 30.7250259 46.3977156, 30.7248386 46.3987329, 30.7242479 46.3984209, 30.7239718 46.3985014, 30.7239034 46.398374, 30.724129 46.3982409))",street
Пантелеймоновская,"LINESTRING(30.7282832 46.470386, 30.7385158 46.4696046)",street
Папашон,"POLYGON((30.8057985 46.5740203, 30.8051567 46.5742311, 30.8047437 46.5736367, 30.8053855 46.573426, 30.8057985 46.5740203))",street
Парковая,"LINESTRING(30.6993749 46.4877453, 30.6986019 46.4862004, 30.6974118 46.4844325, 30.696633 46.4800008, 30.6959687 46.4772096, 30.6923371 46.4743238)",street
Партизанская,"MULTILINESTRING((30.6805919 46.4705607, 30.6804 46.470229, 30.6802608 46.4699884, 30.6802137 46.4699068, 30.6802405 46.4698569, 30.6807152 46.4697174, 30.6807742 46.4696916, 30.6808172 46.4696398, 30.6808749 46.4694896, 30.6809137 46.4693886, 30.6809495 46.4692789, 30.6810238 46.4690511, 30.6810255 46.4689276, 30.6810039 46.4687797, 30.6808632 46.4683484, 30.6805048 46.4675709, 30.6800656 46.4667005, 30.6797032 46.4659824))",street
Парус,"POLYGON((30.7683503 46.4314286, 30.7681459 46.4312412, 30.7683058 46.4311583, 30.7685102 46.4313457, 30.7683503 46.4314286))",street
Пассионарии,"LINESTRING(30.7066541 46.4974157, 30.7051324 46.4992325)",street
Пастера,"LINESTRING(30.732794 46.485378, 30.7282308 46.4889697, 30.7200523 46.4954075)",street
Паустовского,"LINESTRING(30.8075073 46.5930286, 30.8074591 46.5928288, 30.8027491 46.5952406, 30.8025315 46.5953083, 30.8018042 46.5949123, 30.8019445 46.5955067, 30.7951525 46.5986871)",street
Педагогическая,"LINESTRING(30.753929 46.4290634, 30.7548478 46.4273643)",street
Пересипский мост,"POLYGON((30.7234329 46.4973352, 30.724943 46.4970296, 30.7272054 46.4963067, 30.7255478 46.4969207, 30.724259 46.4972383, 30.7224163 46.4975291, 30.7212348 46.4975835, 30.7234329 46.4973352))",street
Пересипський міст|Пересыпский мост|Мост пересыпь,"LINESTRING(30.7234329 46.4973352, 30.7242349 46.4971866, 30.724943 46.4970296, 30.7255116 46.4968598, 30.7260534 46.4966677, 30.7268581 46.4963686, 30.7271612 46.4962477, 30.7271839 46.4962761, 30.7272054 46.4963067, 30.7269064 46.4964148, 30.7261084 46.496725, 30.7255478 46.4969207, 30.7249711 46.4970795, 30.724259 46.4972383, 30.723445 46.4973851, 30.7229863 46.4974525, 30.7224163 46.4975291, 30.7219027 46.497566, 30.7212348 46.4975835, 30.7212343 46.4975567, 30.7212308 46.4975263, 30.721896 46.4975088, 30.7224284 46.4974765, 30.7229796 46.4974017)",street
Песочная,"LINESTRING(30.7598039 46.5731472, 30.7619754 46.572011, 30.7631387 46.571042, 30.7629723 46.5707274, 30.7630207 46.570456, 30.7644047 46.5665633, 30.7645758 46.5639115)",street
Пестеля,"LINESTRING(30.6899003 46.4782028, 30.6857089 46.4748816)",street
Петра Лещенко,"LINESTRING(30.6314146 46.4728761, 30.6177543 46.4724208)",street
Петрашевского,"LINESTRING(30.7341476 46.420175, 30.7420575 46.4267014)",street
Пироговская,"LINESTRING(30.7412991 46.4648076, 30.7543901 46.4638905)",street
Писарева,"MULTILINESTRING((30.7348774 46.3940288, 30.7355171 46.3942362, 30.7356875 46.3943007, 30.7358066 46.394386, 30.7359032 46.3944724, 30.7363321 46.3948678, 30.7367836 46.3952753), (30.7377788 46.395784, 30.7379234 46.3958405, 30.7379754 46.3958608, 30.7402084 46.396734, 30.7408906 46.3970033, 30.7409597 46.3970296, 30.7418471 46.3973956), (30.7367836 46.3952753, 30.7376904 46.3957367, 30.7377788 46.395784), (30.7418471 46.3973956, 30.7423304 46.3975836, 30.7427022 46.3977342, 30.7437551 46.3981181))",street
Пишенина,"POLYGON((30.7214104 46.4508179, 30.7169522 46.4509073, 30.7105823 46.4517913, 30.7214104 46.4508179))",street
Пишоновская,"LINESTRING(30.7194427 46.4874345, 30.7204496 46.4877376)",street
пищевая академия,"POLYGON((30.7421959 46.4584201, 30.744662 46.4582834, 30.7451039 46.4601057, 30.7439441 46.4601702, 30.7440028 46.4604559, 30.7421394 46.4605926, 30.7424038 46.4601361, 30.7421959 46.4584201))",street
Платановая,"LINESTRING(30.6867906 46.4457845, 30.6868404 46.445143, 30.6868774 46.4445201, 30.6868992 46.4441532, 30.6869117 46.4439194, 30.68694 46.4433219, 30.6869739 46.4427161, 30.6870173 46.4419403)",street
Пляж Аркадия,"POLYGON((30.7667541 46.4275498, 30.7664644 46.4277513, 30.7661744 46.4274613, 30.7661338 46.4269399, 30.7664025 46.4265536, 30.7667746 46.4265435, 30.7670318 46.4274178, 30.7667541 46.4275498))",street
Пляж Дельфин,"POLYGON((30.767807 46.4541647, 30.7672466 46.4545519, 30.7661737 46.4544473, 30.767807 46.4541647))",street
Пляж Отрада,"POLYGON((30.7631491 46.468761, 30.762291 46.4662808, 30.7624615 46.4651774, 30.7631491 46.468761))",street
Пляж Чайка,"POLYGON((30.7600672 46.4111495, 30.7602583 46.4111129, 30.7603616 46.4114449, 30.7608014 46.4118508, 30.7616421 46.4121371, 30.7613814 46.4126448, 30.7608914 46.4130178, 30.7601099 46.4124046, 30.7605198 46.412167, 30.7603102 46.4119117, 30.7599938 46.4120718, 30.7598023 46.4115263, 30.7600672 46.4111495))",street
Победы,"LINESTRING(30.7672849 46.5645546, 30.765085 46.5703556)",street
Побратимов,"LINESTRING(30.7070714 46.3646047, 30.7118143 46.3616809)",street
Подольская,"POLYGON((30.6525638 46.4633518, 30.6525181 46.4681487, 30.6523875 46.4697514, 30.6520786 46.470072, 30.6525638 46.4633518))",street
Поездная,"LINESTRING(30.7066865 46.4525688, 30.705088 46.4534069)",street
Полевая,"LINESTRING(30.6361807 46.4664141, 30.6441472 46.4668553)",street
политех,"POLYGON((30.7501865 46.4620066, 30.7497389 46.4585748, 30.7516364 46.4585085, 30.7521482 46.45793, 30.7528679 46.4582025, 30.7525625 46.4586543, 30.7526303 46.4590929, 30.7521703 46.4591217, 30.7522272 46.4595693, 30.752788 46.4595369, 30.7531772 46.4619313, 30.750152 46.4621391, 30.7501865 46.4620066))",street
Полтавская,"LINESTRING(30.6893118 46.4420007, 30.689106 46.4459317)",street
Польская,"LINESTRING(30.7442872 46.4778354, 30.7444952 46.4792897)",street
Польский спуск,"POLYGON((30.7464818 46.4846191, 30.7455117 46.4830213, 30.7447554 46.4809045, 30.7464818 46.4846191))",street
Порше Центр,"POLYGON((30.7238945 46.5009956, 30.7238176 46.5007688, 30.7242465 46.5007066, 30.7243474 46.5008538, 30.7238945 46.5009956))",street
Поселковая,"POLYGON((30.6923852 46.4800116, 30.6961294 46.4778055, 30.697805 46.4774838, 30.6923852 46.4800116))",street
Посмитного,"LINESTRING(30.7513037 46.4271497, 30.7565434 46.4274507, 30.7608926 46.4321718)",street
Почтовая,"LINESTRING(30.7014921 46.484472, 30.7007859 46.4838483, 30.6992937 46.4815169, 30.697805 46.4774838, 30.6978182 46.4769368, 30.6974983 46.4764352, 30.697171 46.4764241, 30.6959981 46.475025, 30.6938849 46.4733501)",street
пр. Шевченко|Шевченко|проспект Шевченко,"MULTILINESTRING((30.7571453 46.4409495, 30.7570939 46.4409056, 30.7570473 46.4408626, 30.7569924 46.4408126, 30.7569398 46.4407627, 30.7568326 46.4406855, 30.7567286 46.4406063), (30.7573771 46.4404648, 30.7572666 46.4406539, 30.757229 46.4407138, 30.7571983 46.4407788, 30.757163 46.4408832, 30.7571453 46.4409495), (30.75235 46.45471, 30.7523961 46.454636), (30.7539862 46.4524112, 30.7545474 46.4516028), (30.753577 46.4529788, 30.7537184 46.45278), (30.7537184 46.45278, 30.7539862 46.4524112), (30.7578996 46.4436665, 30.7577057 46.4429705, 30.7574123 46.4419176), (30.754898 46.4511265, 30.7550116 46.4509489, 30.7551036 46.450805), (30.7551036 46.450805, 30.755125 46.450783, 30.7554637 46.4502926), (30.7545474 46.4516028, 30.7546185 46.4515075, 30.7548406 46.4512047, 30.754898 46.4511265), (30.7583391 46.4452597, 30.7581137 46.4444366), (30.7581137 46.4444366, 30.7580061 46.4440494), (30.7574123 46.4419176, 30.7571888 46.4411248, 30.7571453 46.4409495), (30.7555121 46.4502223, 30.7559763 46.4495444), (30.7554637 46.4502926, 30.7555121 46.4502223), (30.7559763 46.4495444, 30.7562854 46.4490976, 30.756623 46.4486097), (30.756623 46.4486097, 30.7568302 46.4483137), (30.751547 46.4558288, 30.7517008 46.4556145, 30.75235 46.45471), (30.7533856 46.4532492, 30.753577 46.4529788), (30.7568302 46.4483137, 30.757305 46.4476355), (30.7582175 46.4463271, 30.7583113 46.4460906, 30.758353 46.4459759, 30.7583782 46.4458936, 30.7583803 46.4458451, 30.758385 46.445744, 30.7583708 46.4456129, 30.7583501 46.4455048, 30.7583391 46.4452597), (30.7583391 46.4452597, 30.7584805 46.4454901, 30.7585026 46.4456092, 30.7585168 46.4457403, 30.7585121 46.4458415, 30.7584952 46.4459565, 30.7584553 46.4460702, 30.7583908 46.4461876, 30.7582175 46.4463271), (30.757305 46.4476355, 30.7580087 46.4466304, 30.7581502 46.4464332, 30.7582175 46.4463271), (30.7580061 46.4440494, 30.7579449 46.4440016, 30.7579042 46.4438631, 30.7578711 46.4437503, 30.7578996 46.4436665), (30.7578996 46.4436665, 30.757957 46.4437373, 30.7579896 46.4438528, 30.7580075 46.443916, 30.7580253 46.443985, 30.7580061 46.4440494))",street
Правды,"LINESTRING(30.7302126 46.3722349, 30.7267782 46.3745339)",street
Преображенская,"LINESTRING(30.733644 46.491263, 30.730383 46.468689)",street
Привоз,"POLYGON((30.7330468 46.4694032, 30.732985 46.4690119, 30.7306192 46.4692039, 30.730533 46.4688011, 30.7331594 46.4685838, 30.7340652 46.4681485, 30.7363881 46.4679637, 30.736558 46.4690962, 30.7330468 46.4694032))",street
Прилиманское,"POLYGON((30.60383 46.43642, 30.60665 46.43731, 30.61049 46.43756, 30.61457 46.43856, 30.61717 46.43879, 30.61758 46.43849, 30.61844 46.42792, 30.62588 46.41206, 30.61777 46.40972, 30.60383 46.43642))",street
Приморская,"LINESTRING(30.7231105 46.4971466, 30.7247973 46.4968408, 30.7278715 46.495651, 30.7298558 46.4943897, 30.73243 46.493284, 30.7349794 46.4918195, 30.7370693 46.4911687, 30.7383152 46.4913991, 30.7389706 46.4913519, 30.7414672 46.4901602, 30.7467994 46.4851766)",street
Приморский бульвар,"LINESTRING(30.7393025 46.4896507, 30.7433209 46.4860466)",street
Приморский суд,"POLYGON((30.7122234 46.487919, 30.7119174 46.4880586, 30.7115543 46.4876813, 30.7118507 46.487546, 30.7122234 46.487919))",street
Природные камни,"POLYGON((30.7075782 46.3944817, 30.7072204 46.3936855, 30.7085617 46.393481, 30.7088216 46.3942922, 30.7075782 46.3944817))",street
Продмаш,"LINESTRING(30.7512487 46.5476402, 30.7510315 46.5474539)",street
Проектная,"LINESTRING(30.7286056 46.4250102, 30.7301657 46.424194)",street
Промышленная,"LINESTRING(30.6938849 46.4733501, 30.6855586 46.4783952, 30.673297 46.4822917)",street
Прорезная,"POLYGON((30.7383334 46.4194943, 30.7394853 46.4195295, 30.743761 46.4213416, 30.7383334 46.4194943))",street
Просёлочная,"LINESTRING(30.6578033 46.4624141, 30.6576249 46.4625305, 30.6575474 46.4629898, 30.6567486 46.4729442)",street
Профсоюзная|профспилкова,"LINESTRING(30.6947462 46.444423, 30.6946454 46.4445968, 30.6904726 46.4465481)",street
Прохоровская,"LINESTRING(30.7135362 46.4644445, 30.7190365 46.4687364, 30.7254913 46.4727605)",street
Проценко,"LINESTRING(30.6872107 46.489604, 30.6860262 46.482198)",street
Путевая,"LINESTRING(30.6609107 46.4721131, 30.6582245 46.4657706)",street
Путевый,"POLYGON((30.6604541 46.4719908, 30.6604291 46.4719437, 30.6606363 46.4719448, 30.6604541 46.4719908))",street
Пушкинская,"LINESTRING(30.7408978 46.4694581, 30.7433451 46.485734)",street
Равенства,"LINESTRING(30.7392599 46.4066682, 30.740803 46.4008264)",street
Радостная,"LINESTRING(30.6870173 46.4419403, 30.6893118 46.4420007)",street
Радужный массив|Радужний,"LINESTRING(30.7030093 46.404581, 30.7042586 46.4005028)",street
Раздольная,"LINESTRING(30.7646246 46.5719594, 30.7715531 46.5751025)",street
Разумовская,"LINESTRING(30.7251394 46.4737027, 30.709527 46.4750614, 30.7088496 46.4753495, 30.707031 46.4766183)",street
Ракетная,"LINESTRING(30.7690436 46.5790901, 30.7689209 46.5781069)",street
Ралико,"POLYGON((30.7071894 46.4717987, 30.7070017 46.4717931, 30.7070158 46.471568, 30.7072036 46.4715736, 30.7071894 46.4717987))",street
Раскидайловская,"MULTILINESTRING((30.7078503 46.4796506, 30.7113292 46.4796634, 30.7114714 46.4796663), (30.7078503 46.4796506, 30.707564 46.4796607), (30.701847 46.4800404, 30.7018198 46.4794824, 30.7018171 46.4794111, 30.7018 46.4791598, 30.7017876 46.4789578, 30.7017518 46.4788792, 30.7016784 46.4787551, 30.7014443 46.4783594, 30.7011725 46.4780222, 30.7010837 46.4779066, 30.7009585 46.477851, 30.7008938 46.4778298, 30.7008562 46.4778174, 30.7007627 46.4777866, 30.7007136 46.4777376, 30.7006852 46.4777092, 30.7002811 46.4771647, 30.7001927 46.4770456, 30.7001568 46.4769907, 30.700134 46.476945, 30.7001195 46.4769051, 30.7001092 46.4768495, 30.7001061 46.4767988, 30.7001111 46.4766155), (30.7070218 46.4797269, 30.7067442 46.4797694, 30.705582 46.4799046, 30.704699 46.4799707, 30.7027813 46.4800186, 30.701847 46.4800404, 30.7010567 46.4800638, 30.70039 46.4800674, 30.699849 46.4800703, 30.6996205 46.4799887), (30.7114714 46.4796663, 30.7131386 46.4797054, 30.7131764 46.4797056, 30.713708 46.4797079, 30.7154482 46.4797245, 30.7168433 46.4797473, 30.7183918 46.4797741, 30.7196738 46.479788, 30.7203644 46.4798093, 30.7208087 46.4798105, 30.7211337 46.4798145, 30.7212306 46.4798157, 30.7213021 46.4798173, 30.7218848 46.4798307, 30.7219131 46.4798326, 30.7219421 46.4798346), (30.707564 46.4796607, 30.7073722 46.4796758, 30.7070218 46.4797269))",street
Рассвета,"POLYGON((30.7248844 46.4228563, 30.7233276 46.4225309, 30.7173654 46.4180197, 30.7248844 46.4228563))",street
Рачкова,"POLYGON((30.6944026 46.4872419, 30.6966631 46.4869131, 30.6993749 46.4877453, 30.6944026 46.4872419))",street
Редлайн,"POLYGON((30.7683742 46.4299451, 30.7683951 46.4302214, 30.768044 46.430174, 30.7680822 46.4299688, 30.7683742 46.4299451))",street
Рекордная,"LINESTRING(30.7066356 46.4467468, 30.7103993 46.4507244)",street
