names,wkt_geom,type
Новая Долина|Нова Долина,POINT(30.588842 46.398918),village
Новая Дофиновка|Нова Дофінівка,"POLYGON((30.9141968 46.5744122, 30.9158921 46.5746748, 30.9167826 46.5742913, 30.9172654 46.5747264, 30.9173942 46.5751616, 30.9179842 46.5757147, 30.9206128 46.5763342, 30.9235078 46.5773027, 30.9241318 46.5781263, 30.9267497 46.5788637, 30.924561 46.5828311, 30.9229683 46.5823417, 30.9214781 46.5873032, 30.9172764 46.5865006, 30.9152892 46.5863337, 30.9145082 46.5887339, 30.9084365 46.5878388, 30.9079099 46.5892166, 30.9075368 46.5891777, 30.907073 46.5905437, 30.9066546 46.5919482, 30.9033394 46.5914063, 30.8996026 46.5913586, 30.8988526 46.5910613, 30.8996617 46.5893776, 30.8995071 46.5887844, 30.9000349 46.5867834, 30.9007916 46.5845964, 30.9005301 46.5832886, 30.9004399 46.5827923, 30.9010917 46.5815383, 30.901324 46.581116, 30.9017949 46.5801857, 30.9021532 46.5795029, 30.9023768 46.5790567, 30.903621 46.578011, 30.9040122 46.5776528, 30.9043732 46.5767729, 30.9042811 46.5756063, 30.9039942 46.5747432, 30.9044224 46.574244, 30.9045407 46.5741221, 30.9045993 46.5740345, 30.9029156 46.5734505, 30.8997694 46.5725987, 30.8999866 46.5721746, 30.9029692 46.5727425, 30.9038973 46.5728679, 30.9049211 46.573116, 30.9061224 46.573206, 30.9088831 46.5733831, 30.9095466 46.5733967, 30.9115255 46.5738857, 30.9119224 46.5738783, 30.9128773 46.5742176, 30.9141968 46.5744122))",village
Новая Дофиновка|Нова Дофінівка,POINT(30.9121963 46.582493),village
Новая Ковалёвка|Нова Ковалівка,POINT(30.60585 46.700821),village
Новая Ольшанка|Нова Вільшанка,POINT(30.9455283 46.7135523),village
Новая Эметовка|Нова Еметівка,POINT(30.538498 46.7250833),village
Новоградковка|Новоградківка,POINT(30.479158 46.358532),village
Новодмитровка|Новодмитрівка,POINT(30.300289 46.789742),village
Новое|Нове,POINT(30.127819 46.643421),village
Новое Селище|Нове Селище,POINT(30.9279935 46.884151),village
Новоукраинка|Новоукраїнка,POINT(30.2860747 46.8169055),village
Новые Беляры|Нові Білярі,POINT(31.001863 46.635403),village
Новые Шомполы|Нові Шомполи,POINT(30.732189 46.853939),village
Олександрівка,"POLYGON((30.860028 46.5997305, 30.8641763 46.6003641, 30.8644708 46.5995729, 30.8669155 46.5991949, 30.8694338 46.5999518, 30.8721939 46.6012542, 30.8719277 46.6015513, 30.8770169 46.6047922, 30.8766586 46.6051648, 30.8780989 46.605742, 30.8787668 46.6061778, 30.8792087 46.6060331, 30.880568 46.6063461, 30.8813425 46.6082429, 30.8812475 46.6089989, 30.8783102 46.6103097, 30.8768219 46.6112657, 30.8751585 46.613147, 30.8736935 46.6125304, 30.8730834 46.6124382, 30.8732666 46.6119, 30.8735839 46.6119608, 30.8735924 46.6117028, 30.8733935 46.6092285, 30.8720248 46.6092063, 30.8703413 46.6093101, 30.8697391 46.6094444, 30.864926 46.6111427, 30.8633786 46.6091024, 30.8646102 46.6059002, 30.8650854 46.6058356, 30.8654481 46.6052865, 30.8657492 46.604551, 30.8626282 46.6041084, 30.8624086 46.6046998, 30.8622615 46.6049179, 30.8620052 46.6054905, 30.8615182 46.6057382, 30.8577059 46.6050981, 30.8580358 46.604429, 30.8526574 46.6033678, 30.8544169 46.5992716, 30.8598417 46.6002648, 30.860028 46.5997305))",village
Олександрівка,"POLYGON((30.3726922 46.7510819, 30.3734089 46.750809, 30.3737973 46.750942, 30.3741557 46.7512072, 30.3753104 46.7524973, 30.3754761 46.7541514, 30.3740263 46.7542428, 30.3738606 46.7533587, 30.3735007 46.7522004, 30.373322 46.7518416, 30.3730872 46.7514986, 30.3726922 46.7510819))",village
Ониськово|Ониськове,POINT(30.8240602 46.9234385),village
Отрадово|Одрадове,POINT(30.443119 46.686401),village
Павлинка,POINT(30.6746064 46.813909),village
Паланка|Palanca,POINT(30.0978861 46.409119),village
Палиевка|Паліївка,POINT(30.47196 46.646568),village
Переможное|Переможне,POINT(30.7966927 46.7048806),village
Петрово|Петрове,"POLYGON((30.3667831 46.5910553, 30.3656384 46.5909525, 30.3642605 46.5907324, 30.3615306 46.5904755, 30.3615772 46.5871271, 30.3624625 46.5826561, 30.3631239 46.5802375, 30.3551111 46.579321, 30.3561333 46.5736014, 30.3508849 46.5719807, 30.35216 46.5701929, 30.3575442 46.5719214, 30.3590771 46.5704218, 30.3620051 46.5709089, 30.3635679 46.5707401, 30.3650094 46.5709593, 30.3639729 46.574636, 30.3640164 46.5751302, 30.364951 46.5766007, 30.3697541 46.5804444, 30.3698342 46.5805085, 30.3750863 46.5811004, 30.3798795 46.5813574, 30.3803978 46.5812851, 30.3812712 46.589019, 30.3810312 46.5922573, 30.3717161 46.5912943, 30.3716555 46.5915917, 30.3703252 46.5914738, 30.3685732 46.5912207, 30.3667831 46.5910553))",village
Петрово|Петрове,POINT(30.3696909 46.5862606),village
Петродолинское|Петродолинське,POINT(30.40535 46.431999),village
Повстанское|Повстанське,POINT(30.259886 46.524837),village
Порт,POINT(31.004789 46.72451),village
Прилиманское|Прилиманське,POINT(30.610994 46.431309),village
Причерноморское|Причорноморське,POINT(30.9130034 46.7517355),village
Промінь,"POLYGON((30.3380028 46.5673275, 30.3383782 46.5673163, 30.3390588 46.5673869, 30.3400338 46.5677118, 30.3401769 46.5678047, 30.3402796 46.5679458, 30.3408588 46.5681688, 30.341226 46.5682313, 30.3412073 46.5697468, 30.3412734 46.5703836, 30.3417083 46.5704635, 30.3417163 46.5710799, 30.3418082 46.5733189, 30.3417839 46.5734897, 30.3416299 46.5739149, 30.3412248 46.573746, 30.3410547 46.5741581, 30.3400797 46.5759793, 30.3396854 46.5769633, 30.3395801 46.5773234, 30.3394423 46.5779175, 30.3392533 46.5792411, 30.3388104 46.5807243, 30.3381676 46.5805665, 30.3372115 46.5802045, 30.3375005 46.5799149, 30.3372277 46.5796717, 30.3364283 46.5793599, 30.3366282 46.5787881, 30.3373655 46.5772306, 30.3375869 46.5767219, 30.3372223 46.5766737, 30.3379515 46.5736977, 30.3382608 46.5725995, 30.3381973 46.572477, 30.338046 46.5724064, 30.3369441 46.5722644, 30.3369198 46.5721864, 30.337306 46.5719599, 30.3375165 46.5715825, 30.3380298 46.5690283, 30.3380028 46.5673275))",village
Протопоповка|Протопопівка,POINT(30.66181 46.605381),village
Протопопівка,"POLYGON((30.6488898 46.5999921, 30.6516052 46.5980792, 30.6543654 46.5964782, 30.6579142 46.5936209, 30.6599953 46.5942825, 30.6610894 46.5954644, 30.6616818 46.5975165, 30.6619334 46.6026472, 30.6626818 46.6027219, 30.6630054 46.5999409, 30.6637038 46.5980625, 30.6646758 46.5979327, 30.6645993 46.59642, 30.6645068 46.5947706, 30.6654556 46.5929462, 30.6663951 46.591426, 30.6667067 46.5912634, 30.6671469 46.5909608, 30.6672695 46.5908201, 30.6677748 46.5904909, 30.6678897 46.5904717, 30.6680748 46.5904681, 30.6681155 46.5905012, 30.6679062 46.5940755, 30.6679583 46.5974297, 30.6684725 46.5980485, 30.6687412 46.5989555, 30.668751 46.5992752, 30.6683905 46.6011525, 30.668313 46.6023789, 30.6676283 46.6054395, 30.666782 46.605628, 30.6651933 46.6054401, 30.6610568 46.6057293, 30.6596085 46.6077097, 30.6581967 46.6104604, 30.6598243 46.6106108, 30.6599261 46.6112761, 30.6595833 46.6128759, 30.6579211 46.6165196, 30.6572289 46.6172337, 30.6538776 46.6166165, 30.6560547 46.6112185, 30.6562113 46.6112155, 30.6573673 46.6114078, 30.6575986 46.6107674, 30.6564005 46.6105038, 30.6566445 46.6101621, 30.6570257 46.6098356, 30.6571727 46.6097251, 30.6567444 46.6093677, 30.6557911 46.6089121, 30.6514328 46.6069531, 30.6437398 46.6032609, 30.6455471 46.6017762, 30.6488898 46.5999921))",village
Пшеняново|Пшонянове,POINT(31.127766 46.7944367),village
Радостное|Радісне,POINT(30.57255 46.49345),village
Ранжево|Ранжеве,POINT(31.0799981 46.7449336),village
Расселенец|Розселенець,POINT(30.4404442 46.4620963),village
Роксоланы|Роксолани,POINT(30.4585 46.174801),village
Русская Слободка|Руська Слобідка,POINT(30.59486 46.85429),village
Садовое|Садове,POINT(30.2059538 46.2360321),village
Салганы|Салгани,POINT(30.338705 46.154736),village
Санжейка|Санжійка,POINT(30.60722 46.235271),village
Светлогорское|Світлогірське,POINT(30.3659061 46.732852),village
Светлое|Світле,POINT(30.827225 46.637043),village
Свитанок|Світанок,POINT(30.3314184 46.7537588),village
Світле,"POLYGON((30.8258108 46.6404883, 30.8243855 46.6390734, 30.8226341 46.6387915, 30.8225877 46.6386772, 30.8225571 46.6385937, 30.8225622 46.638505, 30.8229089 46.6375712, 30.8225814 46.6375221, 30.8227827 46.6368128, 30.8230324 46.6359106, 30.8239087 46.6340197, 30.8248471 46.6341393, 30.8256879 46.634249, 30.8269835 46.6344769, 30.8284682 46.6346998, 30.8288878 46.6337725, 30.8305772 46.6340891, 30.8337528 46.6345614, 30.8353057 46.6348465, 30.8367566 46.6351722, 30.8368641 46.6352234, 30.8369102 46.635277, 30.8369351 46.6353688, 30.8374358 46.6354577, 30.8374802 46.6355004, 30.8374868 46.6355607, 30.8373173 46.6360323, 30.8372835 46.6360574, 30.8372281 46.6360635, 30.8369514 46.6360076, 30.8365198 46.6359654, 30.8364873 46.6360654, 30.8364683 46.636224, 30.8364707 46.636336, 30.8364938 46.6365921, 30.8372657 46.6365591, 30.8374942 46.6373051, 30.836449 46.6374362, 30.8364056 46.6376134, 30.8359711 46.6377509, 30.8356663 46.6378064, 30.8341791 46.6378982, 30.8337763 46.6378456, 30.8338605 46.6376228, 30.8320073 46.637307, 30.8318791 46.6375692, 30.8285691 46.6369565, 30.828369 46.6375211, 30.8283197 46.6376172, 30.8280395 46.6378995, 30.8278734 46.6380808, 30.8276691 46.638468, 30.8276238 46.6385247, 30.8275519 46.6386176, 30.8272513 46.638855, 30.8271705 46.6388914, 30.8269296 46.6389567, 30.8271166 46.6397615, 30.8258108 46.6404883))",village
Севериновка|Северинівка,POINT(30.57976 46.8251),village
Секретарёвка|Секретарівка,POINT(30.2845 46.659962),village
Сичавка,"POLYGON((31.1040938 46.6530666, 31.1027513 46.6528878, 31.1020696 46.6527503, 31.1012458 46.6526818, 31.1009967 46.6526472, 31.1005676 46.6526104, 31.099602 46.6524852, 31.0980356 46.6523305, 31.0960293 46.6520507, 31.0947553 46.6518087, 31.094368 46.6518582, 31.0941352 46.6521123, 31.0938728 46.6520617, 31.0932666 46.6522053, 31.0921133 46.6524447, 31.0912013 46.6525551, 31.0903963 46.6525911, 31.0901899 46.6525607, 31.0896778 46.6524852, 31.0895061 46.6524594, 31.0890984 46.6525146, 31.0886623 46.6524996, 31.0878987 46.6523458, 31.086816 46.6521201, 31.0862785 46.6520746, 31.0852836 46.6521838, 31.0851824 46.6520212, 31.085092 46.6513827, 31.085103 46.6509524, 31.0854356 46.6502161, 31.0858904 46.6486427, 31.086099 46.6464651, 31.0875106 46.6442735, 31.0887973 46.6422639, 31.0900509 46.641149, 31.0904093 46.6407741, 31.0955314 46.6375176, 31.0971672 46.6368444, 31.098897 46.6364098, 31.1010429 46.6363217, 31.1038037 46.6368645, 31.1069045 46.6376371, 31.1074311 46.6360126, 31.108411 46.6351125, 31.109863 46.6339875, 31.1102756 46.6330207, 31.1127218 46.6309291, 31.1128298 46.6303665, 31.1127864 46.6300832, 31.1127073 46.62965, 31.1128175 46.6292883, 31.1132473 46.6278131, 31.1134067 46.6274749, 31.1135574 46.6269772, 31.1135956 46.6262552, 31.1145146 46.626249, 31.1181329 46.626776, 31.1183036 46.6268061, 31.1176901 46.6305629, 31.1167256 46.6346377, 31.1161503 46.6371352, 31.1160153 46.6376968, 31.1157455 46.6389819, 31.1151914 46.6397654, 31.1148854 46.6404765, 31.1146772 46.640968, 31.1162659 46.6418695, 31.1145025 46.6443127, 31.1143189 46.6449029, 31.1136901 46.6475825, 31.1131242 46.6510518, 31.1104435 46.6520933, 31.1086731 46.6516662, 31.1083055 46.6533086, 31.1081865 46.6535144, 31.1077742 46.6536302, 31.106345 46.6534757, 31.1061681 46.6539286, 31.1048055 46.6531038, 31.1040938 46.6530666))",village
Солнечное|Сонячне,POINT(30.3676436 46.6494938),village
Ставки,POINT(30.81493 46.878319),village
Старая Эметовка|Стара Еметівка,POINT(30.59864 46.73447),village
Старые Шомполы|Старі Шомполи,POINT(30.7760577 46.8438788),village
Степовое|Степове,POINT(30.7583965 46.7842278),village
Сухий Лиман,"POLYGON((30.6403561 46.402091, 30.6396889 46.4020628, 30.6395263 46.4012756, 30.6373375 46.4012487, 30.6369949 46.3995594, 30.6343741 46.3998325, 30.6353676 46.3983686, 30.6337474 46.398225, 30.6330128 46.3983918, 30.6316922 46.3980684, 30.6323951 46.3968712, 30.6281934 46.3955551, 30.6247448 46.3947818, 30.6248467 46.3922158, 30.6285954 46.3929618, 30.6298808 46.393286, 30.634009 46.3944498, 30.6351245 46.3956582, 30.6355151 46.3964447, 30.6355794 46.3971463, 30.6358308 46.3971106, 30.6361437 46.3961523, 30.6360071 46.3956835, 30.6358998 46.3943062, 30.6363096 46.3934135, 30.6376886 46.3922246, 30.6403346 46.3902177, 30.6407134 46.3883474, 30.640641 46.387816, 30.6383918 46.385463, 30.6385285 46.3847817, 30.640228 46.3854567, 30.6425283 46.3851251, 30.6442116 46.3820564, 30.6448005 46.3812673, 30.6454687 46.381236, 30.645582 46.3804391, 30.6451403 46.3798063, 30.6448798 46.3784233, 30.6449138 46.377095, 30.6441037 46.3762218, 30.645358 46.375163, 30.6461536 46.3758408, 30.646482 46.376546, 30.6483535 46.3775071, 30.6506211 46.3785666, 30.6498664 46.379247, 30.6474354 46.3889166, 30.6513493 46.3895441, 30.6499417 46.3965177, 30.6514695 46.3966479, 30.6509545 46.4000218, 30.6491408 46.3998337, 30.6484507 46.4021861, 30.6482732 46.4035867, 30.6446154 46.4033556, 30.6429196 46.4022881, 30.6403561 46.402091))",village
Сухой Лиман|Сухий Лиман,POINT(30.636372 46.396969),village
Сухолужье|Сухолужжя,POINT(30.2667565 46.2237324),village
Сычавка|Сичавка,POINT(31.1056274 46.6385077),village
Таирово|Таїрове,POINT(30.651262 46.367195),village
Трояндовое|Трояндове,POINT(30.863319 46.89761),village
Украинка|Українка,"POLYGON((31.1832593 46.7325569, 31.1839571 46.7307428, 31.1849026 46.7276196, 31.1850688 46.727154, 31.1855885 46.7268053, 31.1876628 46.72629, 31.1888596 46.7261203, 31.1899744 46.725742, 31.1929135 46.7257041, 31.193102 46.7252377, 31.1947933 46.7255514, 31.1949352 46.7250707, 31.195147 46.7246284, 31.1962186 46.7248221, 31.1969677 46.725683, 31.1965224 46.7278589, 31.1958331 46.7300795, 31.1954196 46.7300313, 31.1946936 46.7322096, 31.1945493 46.7322477, 31.1929977 46.7320035, 31.1926271 46.7318812, 31.1909204 46.731615, 31.1901199 46.7344555, 31.1905661 46.7345267, 31.190086 46.7359557, 31.1878228 46.7356733, 31.1860564 46.7410954, 31.1846567 46.7408788, 31.1845042 46.7408897, 31.1843795 46.7409436, 31.1843002 46.7410445, 31.1842724 46.7412235, 31.1841628 46.7416508, 31.1839787 46.7419552, 31.1817357 46.7416704, 31.1815388 46.742462, 31.1789192 46.742165, 31.178825 46.7424094, 31.1786179 46.7423576, 31.1777905 46.7450522, 31.1792935 46.745201, 31.1791189 46.7457943, 31.177467 46.7456072, 31.1762842 46.7487638, 31.1724626 46.7477387, 31.1723856 46.7446783, 31.1738076 46.7446255, 31.1742696 46.7440726, 31.175575 46.7439166, 31.1754664 46.7435383, 31.1754761 46.7433153, 31.1756576 46.742973, 31.1759366 46.7427518, 31.1780838 46.7414762, 31.1789125 46.7411053, 31.1793151 46.7404538, 31.1808537 46.7388125, 31.181742 46.7370577, 31.1819595 46.7359706, 31.1830439 46.7332193, 31.1819921 46.7330727, 31.1821222 46.7324151, 31.1832593 46.7325569))",village
Украинка|Українка,POINT(31.1881432 46.7320897),village
Ульяновка|Улянівка,POINT(30.76103 46.92432),village
Ульяновка|Улянівка,POINT(30.8627653 46.8459277),village
Усатово|Усатове,POINT(30.654261 46.537399),village
Усатово|Усатове,POINT(30.602915 46.52256),village
Фонтанка,POINT(30.858065 46.570198),village
Хлебодарское|Хлібодарське,"POLYGON((30.5809835 46.4810583, 30.5947276 46.4824194, 30.6048422 46.4835235, 30.6058072 46.486214, 30.597177 46.4877748, 30.5968295 46.4870021, 30.5938589 46.4875314, 30.5932988 46.4862422, 30.5930301 46.4860729, 30.5911608 46.486152, 30.5907006 46.4860893, 30.5865328 46.4867948, 30.5863881 46.4864136, 30.5837184 46.4850621, 30.5824126 46.4845604, 30.5804325 46.4838744, 30.5802743 46.4830253, 30.5809835 46.4810583))",village
Хлебодарское|Хлібодарське,POINT(30.591114 46.4828),village
Холодна Балка,"POLYGON((30.5726395 46.6025003, 30.5758259 46.5993084, 30.5773672 46.5995578, 30.5775177 46.5991612, 30.5781316 46.5992198, 30.5787495 46.5978371, 30.5802375 46.5955688, 30.5816157 46.5941384, 30.5823695 46.5943326, 30.5830955 46.5930629, 30.5833719 46.5919035, 30.5841932 46.5915934, 30.5877952 46.593373, 30.5931821 46.5928138, 30.5945316 46.5920982, 30.5958195 46.5931738, 30.5962817 46.5923438, 30.5969648 46.5912351, 30.5975574 46.5908752, 30.5982351 46.5905992, 30.5984631 46.5905399, 30.5987095 46.5905907, 30.5990256 46.5909648, 30.5976305 46.5933373, 30.5972695 46.5939453, 30.5970217 46.5949278, 30.5956768 46.5970776, 30.5948133 46.5986486, 30.5940134 46.5992857, 30.5944323 46.5997714, 30.5927057 46.6013709, 30.5934471 46.6022184, 30.5923641 46.6052773, 30.5919324 46.6069598, 30.5934401 46.6070522, 30.5933197 46.6089584, 30.5923995 46.6102324, 30.5915855 46.610636, 30.5910546 46.6113265, 30.5909555 46.6118176, 30.5911113 46.6122893, 30.5902548 46.6124643, 30.5899433 46.6124449, 30.5881242 46.6113994, 30.5873314 46.6108257, 30.584874 46.6116268, 30.5832239 46.6116796, 30.582497 46.6114269, 30.5802601 46.6105971, 30.5800053 46.6107381, 30.5797292 46.6107673, 30.5795098 46.6107284, 30.5752415 46.6089633, 30.5751141 46.6088515, 30.5778747 46.6044116, 30.5726395 46.6025003))",village
Холодная Балка|Холодна Балка,POINT(30.5817602 46.6006398),village
Хоминка,"POLYGON((30.4481205 46.7105318, 30.4464377 46.7117985, 30.4443939 46.712707, 30.4404456 46.7141856, 30.4374094 46.7152853, 30.4358752 46.7157708, 30.4358376 46.7158517, 30.4370875 46.7169588, 30.4309667 46.7167638, 30.4309506 46.716613, 30.4330481 46.7151272, 30.4335792 46.7149028, 30.4353763 46.71441, 30.4346469 46.7140662, 30.4358269 46.7130343, 30.4355953 46.7126646, 30.4367208 46.7123412, 30.437057 46.7127191, 30.4377715 46.7125173, 30.4396468 46.7122399, 30.4426268 46.7114051, 30.4428781 46.7116574, 30.4462793 46.7098714, 30.4456493 46.7094442, 30.4471592 46.7083705, 30.4479911 46.707855, 30.4486197 46.7082332, 30.4481945 46.7085923, 30.447378 46.7091754, 30.4465276 46.7095959, 30.4481205 46.7105318))",village
Хоминка,POINT(30.4409923 46.7127162),village
Христо-Ботово|Христо-Ботеве,POINT(30.7971588 46.7732198),village
Чеботарёвка|Чоботарівка,POINT(30.56259 46.668549),village
Червоная Горка|Червона Гірка,POINT(30.215151 46.663738),village
Черевичное|Черевичне,POINT(30.62027 46.641418),village
Черняховское|Черняхівське,POINT(30.49015 46.831631),village
Шабо,POINT(30.386766 46.128258),village
Шамановка|Шаманівка,POINT(30.7251577 46.7897449),village
Шевченково-Кут|Шевченкове-Кут,POINT(30.9043789 46.8724417),village
Шеметово|Шеметове,POINT(30.45719 46.837811),village
Шеметово|Шеметове,POINT(30.35317 46.83128),village
Широкая Балка|Широка Балка,"POLYGON((30.352593 46.5423331, 30.3505849 46.5380463, 30.3497477 46.5366762, 30.3493845 46.5363917, 30.3484133 46.5352093, 30.3468004 46.5326012, 30.3460221 46.5326421, 30.3462489 46.5301278, 30.3461618 46.5284968, 30.3501887 46.5290972, 30.3498654 46.5268239, 30.3557269 46.5257001, 30.3579135 46.527233, 30.3587286 46.5283256, 30.3595493 46.5309699, 30.3608244 46.5357419, 30.3624637 46.5356212, 30.3643361 46.5356926, 30.3649911 46.536751, 30.3650235 46.5369586, 30.3649373 46.5370826, 30.3646464 46.5371523, 30.3642531 46.5371804, 30.3634198 46.5371069, 30.3630219 46.5384239, 30.3615137 46.5384465, 30.3615766 46.5386864, 30.3576907 46.5386661, 30.3551649 46.5390096, 30.3579524 46.5453662, 30.3546628 46.5460967, 30.352593 46.5423331))",village
Широкая Балка|Широка Балка,POINT(30.35076 46.531437),village
Щербанка,POINT(30.184589 46.695332),village
Якова,POINT(30.7720953 46.8858577),village
Єгорівка,"POLYGON((30.3965848 46.7223839, 30.3968804 46.7211556, 30.3970898 46.7205857, 30.3972314 46.7203366, 30.3980934 46.7192602, 30.3994419 46.7185763, 30.4004025 46.7175462, 30.4005749 46.7167104, 30.4010737 46.7162502, 30.4043741 46.7156339, 30.4051562 46.7159338, 30.4084689 46.7150446, 30.4111708 46.7139146, 30.4124864 46.7137206, 30.413413 46.7151561, 30.4151742 46.7148748, 30.4163766 46.7150009, 30.4232428 46.7157336, 30.4246988 46.7164887, 30.4226579 46.7179839, 30.4235638 46.7184262, 30.4222628 46.7191889, 30.4215162 46.7199247, 30.4197056 46.7210253, 30.4176337 46.7227144, 30.4143855 46.7256443, 30.4138683 46.726269, 30.4134557 46.7265729, 30.4132289 46.7267061, 30.4129849 46.7267498, 30.4127286 46.7268307, 30.4105871 46.7256976, 30.4095829 46.7250301, 30.4083631 46.7239784, 30.4077574 46.7235889, 30.4073822 46.7234346, 30.4069694 46.7233574, 30.4064173 46.7233133, 30.4050611 46.7233684, 30.4029545 46.7233868, 30.3990628 46.7235448, 30.3972279 46.7230898, 30.3969077 46.7229472, 30.3968223 46.722836, 30.3965848 46.7223839))",village
Іванове,"POLYGON((30.8851865 46.6928892, 30.8817413 46.6921183, 30.8820947 46.6899553, 30.8778498 46.6884252, 30.8787711 46.6874701, 30.8789335 46.6871216, 30.8788776 46.6866013, 30.8785605 46.6857139, 30.8785409 46.6854427, 30.8786369 46.6851426, 30.8790865 46.6844734, 30.8792197 46.6837321, 30.8793411 46.6832803, 30.8795895 46.6823556, 30.8796437 46.6818503, 30.8796547 46.6816584, 30.8797205 46.6805038, 30.8792329 46.6800397, 30.8793835 46.6787881, 30.8794876 46.6784671, 30.8800696 46.6777573, 30.88026 46.6773288, 30.8808074 46.6741096, 30.8805224 46.6736926, 30.8804642 46.6724906, 30.8806779 46.6715771, 30.8813524 46.6703746, 30.8815421 46.6697991, 30.8824434 46.6683416, 30.8831849 46.6680207, 30.8832646 46.6679231, 30.8829068 46.6671559, 30.882238 46.6661044, 30.8823038 46.6657975, 30.8826644 46.6639412, 30.8828332 46.6626068, 30.8830955 46.6615415, 30.8838624 46.6601641, 30.88418 46.6591663, 30.8841972 46.6581242, 30.8880011 46.6580631, 30.8913625 46.6623044, 30.8933262 46.666862, 30.8940948 46.6676893, 30.893662 46.6695976, 30.8933816 46.6697632, 30.8929023 46.6729358, 30.8905092 46.6726691, 30.8903666 46.6732571, 30.8899712 46.6732859, 30.8899171 46.673574, 30.889631 46.6759308, 30.889758 46.676885, 30.8897816 46.6791184, 30.889714 46.6796291, 30.8892316 46.6813349, 30.8888506 46.6826822, 30.8877826 46.6839961, 30.8875573 46.6843346, 30.8875894 46.6846879, 30.8885263 46.6867076, 30.8885121 46.6872639, 30.888083 46.6877644, 30.8877431 46.6883923, 30.8871388 46.68917, 30.8867777 46.6898266, 30.886305 46.6905678, 30.8856368 46.6916869, 30.8851865 46.6928892))",village
Киевский район|Київський район,"POLYGON((30.6953923 46.4298520, 30.6945435 46.4309207, 30.6987921 46.4354904, 30.6967751 46.4368286, 30.6883180 46.4293844, 30.6909762 46.4117730, 30.6831036 46.4099845, 30.6842615 46.4026276, 30.6992661 46.4041389, 30.6998736 46.4056234, 30.7088242 46.4036279, 30.7052242 46.3964500, 30.6880269 46.3938003, 30.6896219 46.3841073, 30.7047007 46.3859189, 30.7052121 46.3884371, 30.7145213 46.3897989, 30.7138792 46.3864413, 30.7155041 46.3832325, 30.7134445 46.3820729, 30.7182431 46.3824105, 30.7186584 46.3775022, 30.7218791 46.3751701, 30.7139081 46.3724278, 30.7139649 46.3663116, 30.7160856 46.3666227, 30.7160235 46.3650067, 30.7068405 46.3579988, 30.7067440 46.3645506, 30.7019149 46.3640753, 30.7020664 46.3595071, 30.6983993 46.3580876, 30.6983200 46.3565222, 30.6898135 46.3558940, 30.6918500 46.3495481, 30.6914445 46.3429403, 30.7022689 46.3432819, 30.7017204 46.3465425, 30.7153249 46.3589074, 30.7395433 46.3731115, 30.7462344 46.3754379, 30.7521961 46.3752281, 30.7496887 46.3798693, 30.7504530 46.3846202, 30.7524749 46.3869536, 30.7542143 46.3986493, 30.7602734 46.4082197, 30.6953923 46.4298520))",district
Хаджибейский район|Хаджибейський район,"POLYGON((30.6192553 46.4654747, 30.6260638 46.4643497, 30.6292476 46.4648196, 30.6289093 46.4669584, 30.6360449 46.4669979, 30.6369224 46.4612676, 30.6446700 46.4615545, 30.6454944 46.4509518, 30.6532099 46.4510664, 30.6533897 46.4353285, 30.6498738 46.4285285, 30.6621697 46.4281377, 30.6640119 46.4221953, 30.6746569 46.4174189, 30.6790955 46.4097641, 30.6909762 46.4117730, 30.6883180 46.4293844, 30.6967751 46.4368286, 30.6987921 46.4354904, 30.6945435 46.4309207, 30.6953923 46.4298520, 30.6953079 46.4353148, 30.6883180 46.4293844, 30.6909762 46.4117730, 30.6790955 46.4097641, 30.6746569 46.4174189, 30.6640119 46.4221953, 30.6621697 46.4281377, 30.6498738 46.4285285, 30.6533897 46.4353285, 30.6532099 46.4510664, 30.6454944 46.4509518, 30.6446700 46.4615545, 30.6369224 46.4612676, 30.6360449 46.4669979, 30.6289093 46.4669584, 30.6292476 46.4648196, 30.6260638 46.4643497, 30.6192553 46.4654747))",district
Приморский район|Приморський район,"POLYGON((30.7593822 46.4913275, 30.7551724 46.4891174, 30.7581438 46.4845384, 30.7527986 46.4854928, 30.7498951 46.4870812, 30.7535401 46.4880394, 30.7528017 46.4895862, 30.7485684 46.4877329, 30.7455169 46.4893404, 30.7487646 46.4923360, 30.7444887 46.4900763, 30.7411584 46.4918923, 30.7443236 46.4947129, 30.7424108 46.4957047, 30.7378538 46.4922494, 30.7345099 46.4943964, 30.7376389 46.4966810, 30.7406370 46.4960060, 30.7364914 46.4976816, 30.7335415 46.4966717, 30.7326211 46.4975328, 30.7346123 46.4982891, 30.7324919 46.4977207, 30.7318137 46.4989139, 30.7336416 46.4996279, 30.7295497 46.4985345, 30.7313079 46.4996458, 30.7313852 46.5021302, 30.7338778 46.5028661, 30.7314518 46.5023953, 30.7302436 46.5049730, 30.7247684 46.5048322, 30.7270814 46.4959608, 30.7179411 46.4968071, 30.7082882 46.4838531, 30.7038765 46.4860258, 30.6994058 46.4800089, 30.6966784 46.4802571, 30.6958844 46.4770654, 30.7047243 46.4773218, 30.7095270 46.4750614, 30.7257518 46.4736596, 30.7277349 46.4719699, 30.7593822 46.4913275))",district
